Title,Artist,Album,Duration,"Media Type"
"Chelsea Hotel #2","Leonard Cohen","New Skin For The Old Ceremony",00:03:08,track
"Closing Time","Leonard Cohen","The Future",00:05:58,track
"Coming Back to You","Leonard Cohen","Various Positions",00:03:33,track
"Dance Me to the End of Love","Leonard Cohen","Various Positions",00:04:40,track
Democracy,"Leonard Cohen","The Future",00:07:12,track
"Everybody Knows","Leonard Cohen","I'm Your Man",00:05:34,track
"Famous Blue Raincoat","Leonard Cohen","Songs of Love and Hate",00:05:10,track
"First We Take Manhattan","Leonard Cohen","I'm Your Man",00:05:59,track
Hallelujah,"Leonard Cohen","Various Positions",00:04:37,track
"Here It Is","Leonard Cohen","Ten New Songs",00:04:14,track
"I'm Your Man","Leonard Cohen","I'm Your Man",00:04:25,track
"If I Didn't Have Your Love","Leonard Cohen","You Want It Darker",00:03:36,track
"If It Be Your Will","Leonard Cohen","Various Positions",00:03:44,track
"In My Secret Life","Leonard Cohen","Ten New Songs",00:04:53,track
"Leaving the Table","Leonard Cohen","You Want It Darker",00:03:47,track
"So Long, Marianne","Leonard Cohen","Songs of Leonard Cohen (Bonus Track Version)",00:05:40,track
"String Reprise / Treaty","Leonard Cohen","You Want It Darker",00:03:27,track
Suzanne,"Leonard Cohen",Unknown,00:03:51,track
"Take This Waltz","Leonard Cohen","I'm Your Man",00:05:59,track
"The Future","Leonard Cohen","The Future",00:06:40,track
"Tower of Song","Leonard Cohen","I'm Your Man",00:05:38,track
Treaty,"Leonard Cohen","You Want It Darker",00:04:02,track
"Waiting for the Miracle","Leonard Cohen","The Future",00:07:41,track
"Who By Fire","Leonard Cohen","New Skin for the Old Ceremony",00:02:33,track
"You Want It Darker","Leonard Cohen","You Want It Darker",00:04:44,track
"A Rainy Night In Soho","The Pogues","The Very Best Of The Pogues",00:04:45,track
"Half Step Off",SpyTones,"SpyTones 3",00:03:03,track
"Mother Earth and Father Time (Feat. The Secret Sisters)","Shovels & Rope","Busted Jukebox Vol. 3",00:02:21,track
"What a Wonderful World (Feat. John Paul White)","Shovels & Rope","Busted Jukebox Vol. 3",00:03:16,track
"I'll Be Fine","Sierra Hull","Weighted Mind (The Original Sessions)",00:03:21,track
"We Are Storm","The Daintees","""Big Sky"" (FREE EP)",00:03:42,track
"One Drop","Bob Marley & The Wailers","Natural Mystic",00:03:52,track
"Women And Wives","Paul McCartney","McCartney III",00:02:52,track
"Bold As Love","The Jimi Hendrix Experience","Axis Bold As Love",00:04:11,track
"Crazy Little Thing","Captain Beefheart","Clear Spot",00:02:39,track
"Her Eyes Are a Blue Million Miles","Captain Beefheart","Clear Spot",00:02:57,track
"My Head Is My Only House Unless It Rains","Captain Beefheart","Clear Spot",00:03:00,track
"Too Much Time","Captain Beefheart","Clear Spot",00:02:50,track
"Harry Irene","Captain Beefheart",Out-Takes,00:03:33,track
"Love You Till Tuesday","David Bowie","David Bowie",00:03:08,track
"Rubber Band","David Bowie","David Bowie",00:02:17,track
"Cygnet Committee","David Bowie","Space Oddity",00:09:32,track
"God Knows I'm Good","David Bowie","Space Oddity",00:03:16,track
"Space Oddity","David Bowie","Best of Bowie",00:05:15,track
"Black Country Rock","David Bowie","The Man Who Sold the World (Remastered)",00:03:34,track
"All the Madmen","David Bowie","The Man Who Sold the World (Remastered)",00:05:38,track
"The Man Who Sold the World","David Bowie","The Man Who Sold the World (Remastered)",00:03:56,track
"Oh! You Pretty Things","David Bowie","Hunky Dory",00:03:12,track
Quicksand,"David Bowie","Hunky Dory",00:05:03,track
"Life On Mars?","David Bowie","Hunky Dory",00:03:49,track
"Five Years","David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition)",00:04:43,track
"Rock 'N' Roll Suicide","David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition)",00:02:59,track
"Moonage Daydream","David Bowie",Unknown,00:04:39,track
"Soul Love","David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition)",00:03:33,track
Starman,"David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition)",00:04:13,track
"Ziggy Stardust","David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition)",00:03:14,track
"All the Young Dudes","David Bowie","Aladdin Sane (30th Anniversary Edition)",00:04:11,track
"Friday On My Mind","David Bowie","Pin Ups",00:02:56,track
"Rebel Rebel","David Bowie",Unknown,00:04:32,track
"Across the Universe","David Bowie","Young Americans",00:04:31,track
"Wild Is the Wind","David Bowie","Station to Station (Deluxe Edition)",00:06:01,track
Heroes,"David Bowie","""Heroes"" (Remastered)",00:06:08,track
"Ashes to Ashes","David Bowie","Scary Monsters (And Super Creeps)",00:04:24,track
"China Girl","David Bowie",Unknown,00:04:11,track
"Modern Love","David Bowie","Let's Dance",00:04:47,track
"Let's Dance","David Bowie","Let's Dance",00:07:39,track
"God Only Knows","David Bowie",Tonight,00:03:08,track
Tonight,"David Bowie",Tonight,00:03:47,track
"Jump They Say","David Bowie","Black Tie White Noise (10th Anniversary Version)",00:04:25,track
"Something In The Air","David Bowie","Hours... (Bonus Track Version)",00:05:45,track
"Thursday's Child","David Bowie","Hours... (Bonus Track Version)",00:05:21,track
"Slow Burn","David Bowie",Heathen,00:04:40,track
Sunday,"David Bowie",Heathen,00:04:45,track
"Lady Stardust","David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition)",00:03:33,track
"Moonage Daydream (Arnold Corns Version)","David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition)",00:03:53,track
"Velvet Goldmine","David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition)",00:03:13,track
"Ziggy Stardust (Demo)","David Bowie","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition)",00:03:38,track
Days,"David Bowie",Reality,00:03:19,track
"The Stars (Are Out Tonight)","David Bowie","The Next Day Extra",00:03:57,track
"Valentine's Day","David Bowie","The Next Day Extra",00:03:02,track
"Where Are We Now","David Bowie","The Next Day (Deluxe Version)",00:04:09,track
"'Tis a Pity She Was a Whore","David Bowie",Blackstar,00:04:52,track
"Dollar Days","David Bowie",Blackstar,00:04:44,track
Blackstar,"David Bowie",Blackstar,00:09:57,track
Lazarus,"David Bowie",Blackstar,00:06:22,track
"Sue (Or In a Season of Crime)","David Bowie",Blackstar,00:04:40,track
Америка,"Брати Гадюкiни","Всьо Чотко",00:04:51,track
"Боже не дай","Брати Гадюкiни","Було не любити",00:04:18,track
"Звьоздочка Моя","Брати Гадюкiни","Всьо Чотко",00:04:14,track
"На долинi туман шейк","Брати Гадюкiни","Було не любити",00:04:06,track
"Файне мiсто Тернопiль","Брати Гадюкiни","Було не любити",00:04:35,track
"Наркомани на городі","Брати Гадюкiни","Всьо Чотко",00:04:31,track
"Чуваки, всьо чотко","Брати Гадюкiни","Всьо Чотко",00:05:28,track
"Емігрант сонг","Брати Гадюкіни","Щасливої дороги",00:03:43,track
"Ми - хлопці з Бандерштадту","Брати Гадюкіни","Ми - хлопці з Бандерштадту",00:05:23,track
"Місячне сяйво твого тіла","Брати Гадюкіни","Ми - хлопці з Бандерштадту",00:04:34,track
"На Україні лад і спокій","Брати Гадюкіни","Ми - хлопці з Бандерштадту",00:03:59,track
Соломія,"Брати Гадюкіни","Щасливої дороги",00:03:12,track
"Я вернувся домів","Брати Гадюкіни","Щасливої дороги",00:04:04,track
Капелюх,"ВІА Смерічка",Unknown,00:02:27,track
"Минає день","Захар Май","Снэпшот для Юрчика",00:03:45,track
"Вена на чолi","Калич Блюз",Unknown,00:05:47,track
"Країна навпаки","Калич Блюз","El padrino",00:03:53,track
"Ми рок-н-рол","Калич Блюз",Unknown,00:05:28,track
"Слово сонця","Калич Блюз","El padrino",00:04:24,track
"Час повинен змiнитись","Калич Блюз",Unknown,00:05:26,track
"Я дощ","Калич Блюз","El padrino",00:04:51,track
"Чорно-білий блюз","Калич Блюз",Unknown,00:06:39,track
"Я йду по вулицi","Калич Блюз",Unknown,00:05:20,track
"Дочка мельника",Мандри,"Романсеро про нiжну королеву",00:03:21,track
Гоголя,Мандри,"Романсеро про нiжну королеву",00:04:20,track
"Картата Сорочка",Мандри,"Романсеро Про Нiжну Королеву",00:03:25,track
"Вiдлiтає печаль","Марiя Бурмака","Знову люблю",00:03:40,track
"Коли ти смієшся","Мертвий пiвень","Вибраний народом (2008)",00:02:22,track
"Мала гвизда","Николая Сивч",Unknown,00:03:49,track
Деточка,"Обмен веществ",Unknown,00:03:00,track
"Я вчера","Обмен веществ",Unknown,00:04:28,track
"Старенький трамвай","Пікардійська Терція","Пікардійська: Старенький трамвай",00:02:56,track
"Нехай і холод і вітри","Піккардійська Терція",Unknown,00:03:43,track
Капелюх,"Срібний Креш",Unknown,00:02:15,track
"If You Catch Me Stealing","Eilen Jewell","Letters From Sinners & Strangers",00:04:09,track
"Pink Rebel","Grant-Lee Phillips","Pink Rebel",00:03:24,track
"High Shelf Booze","Eilen Jewell","Letters From Sinners & Strangers",00:03:38,track
"Where They Never Say Your Name","Eilen Jewell","Letters From Sinners & Strangers",00:02:32,track
"$1000 Wedding","Gram Parsons","- 2001 - Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (Disc 2)",00:05:03,track
"Brass Buttons","Gram Parsons","- 2001 - Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (Disc 2)",00:03:29,track
"Hearts on Fire","Gram Parsons","- 2001 - Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (Disc 2)",00:03:50,track
"In My Hour of Darkness","Gram Parsons","- 2001 - Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (Disc 2)",00:03:47,track
"Love Hurts","Gram Parsons","- 2001 - Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (Disc 2)",00:03:41,track
She,"Gram Parsons",GP,00:05:01,track
"The New Soft Shoe","Gram Parsons","- 2001 - Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (Disc 2)",00:03:53,track
"To Love Somebody","Gram Parsons and The Flying Burrito Bros","- 2001 - Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (Disc 2)",00:03:21,track
"Dark End of the Street","Gram Parsons and The Flying Burrito Bros","Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (disc 1)",00:03:59,track
"Hot Burrito #1","Gram Parsons and The Flying Burrito Bros","Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (disc 1)",00:03:41,track
"Older Guys","Gram Parsons and The Flying Burrito Bros","Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (disc 1)",00:02:31,track
"Wild Horses","Gram Parsons and The Flying Burrito Bros","Sacred Hearts & Fallen Angels (The Gram Parsons Anthology) (disc 1)",00:06:23,track
"Me & Bobby McGee","Grateful Dead","Grateful Dead (Skull & Roses)",00:05:42,track
Deal,"Grateful Dead","The Random 'Grateful Dead' Playlist CD1",00:03:16,track
"Me & My Uncle","Grateful Dead","The Random 'Grateful Dead' Playlist CD2",00:03:06,track
"One More Saturday Night","Grateful Dead","The Random 'Grateful Dead' Playlist CD2",00:04:33,track
Sugaree,"Grateful Dead","The Random 'Grateful Dead' Playlist CD2",00:05:56,track
"We Can Run","Grateful Dead","The Random 'Grateful Dead' Playlist CD2",00:05:35,track
Loser,"Grateful Dead","The Random 'Grateful Dead' Playlist CD3",00:04:12,track
"Looks Like Rain","Grateful Dead","The Random 'Grateful Dead' Playlist CD4",00:06:16,track
"Mississippi Half-Step Uptown Toodeloo","Grateful Dead","The Random 'Grateful Dead' Playlist CD4",00:05:48,track
"I'm The Urban Spaceman","Bonzo Dog Doo Dah Band","Greatest Hits of The 60's Cd4",00:02:24,track
"Out of Time","Chris Farlowe",Unknown,00:03:34,track
"The Good, The Bad, and The Ugly ","Ennio Morricone","Cinema Themes and Music",00:02:40,track
"Lady Jane","David Garrick",Unknown,00:03:11,track
"Keep Searchin'","Del Shannon","Greatest Hits Collection of the 60's",00:02:10,track
"A Rockin' Good Way (To Mess Around And Fall In Love)","Dinah Washington & Brook Bento","The Ultimate Jukebox Hits of the 60s - Volume 5",00:02:26,track
"Jersey Thursday",Donovan,Unknown,00:02:11,track
"Son Of A Preacher Man","Dusty Springfield","Hits Collection (K2HD)",00:02:28,track
War,"Edwin Starr","Billboard Top Rock'n'Roll Hits 1970",00:03:25,track
"Let It Be Me","Everly Brothers, The","Greatest Hits of The 60's Cd3",00:02:37,track
"Pistol Packin' Mama","Gene Vincent","100 Hits - Classic 60s Disc 3",00:02:09,track
"It Aint Me Babe","The Turtles","Back to the 60s Rock n Roll",00:02:09,track
"Love Is Blue (L'Amour Est Bleu)","Jeff Beck","100 Hits - Classic 60s Disc 3",00:02:57,track
"Two In One Goes","Jimi Hendrix",Unknown,00:02:13,track
"Purple Haze","Jimmy Hendrix",Unknown,00:03:02,track
"Love Letters","Ketty Lester","Love Is for Everyone (The 1962 Sessions)",00:02:43,track
"Going Out Of My Head","Little Anthony & The Imperials","100 Hits - Classic 60s Disc 4",00:02:27,track
"Alone Again Or",Love,"Forever Changes",00:03:17,track
"California Dreamin`","Mamas and The Papas",Unknown,00:02:40,track
"Go Where You Wanna Go","Mamas and The Papas",Unknown,00:02:28,track
"Monday Monday","Mamas and The Papas",Unknown,00:03:26,track
"I Call Your Name","Mamas and The Papas",Unknown,00:02:37,track
"Lady Madelaine","Marianne Faithfull",Faithless,00:04:26,track
"The Last Mile",Nico,Unknown,00:02:49,track
"These Days",Nico,"Chelsea Girl (UK RE)",00:03:33,track
"Hey Paula","Paul & Paula",Unknown,00:02:28,track
"When A Man Loves A Woman","Percy Sledge","Greatest Hits of the 50's & 60's - Vol.2",00:03:00,track
Downtown,"Petula Clark","Songs Of My Life (The Essential) (disc 1)",00:03:05,track
Homburg,"Procol Harum","Greatest Hits Collection of the 60's",00:03:39,track
"I (Who Have Nothing)","Shirley Bassey","100 Hits - Classic 60s Disc 4",00:02:41,track
"The Sound Of Silence","Simon & Garfunkel","The Rolling Stone Magazines 500 Greatest Songs Of All Time",00:03:03,track
"We Gotta Get Out Of This Place","The Animals","100 Hits - Classic 60s Disc 2",00:03:13,track
"Eleanor Rigby","The Beatles","The Rolling Stone Magazines 500 Greatest Songs Of All Time",00:02:07,track
"Day in the Life","The Beatles","Sgt. Pepper's Lonely Hearts Club Band",00:05:33,track
"Till Then","The Classics","Doo Wop Box 2: 101 More Vocal Group Gems",00:02:17,track
"Saturday Nite At The Duckpond","The Cougars","100 Hits - Classic 60s Disc 3",00:02:13,track
"Step By Step","The Crests","Doo Wop Box 2: 101 More Vocal Group Gems",00:02:31,track
"Lets Go To San Francisco","The Flowerpot Men",Unknown,00:03:34,track
"Oh Gee, Oh Gosh","The Kodoks","Doo Wop Box 2: 101 More Vocal Group Gems",00:02:51,track
"Smoke From Your Cigarette","The Mellows","Doo Wop Box 2: 101 More Vocal Group Gems",00:02:27,track
"Dear One","The Scarlets","Doo Wop Box 2: 101 More Vocal Group Gems",00:03:05,track
Venus,"The Shocking Blue","Billboard Top Rock'n'Roll Hits 1970",00:03:05,track
"I Wanna Be Your Dog","The Stooges","The Stooges (LP) [Elektra, EKS-74051]",00:03:12,track
"In My Heart","The Timetones","Doo Wop Box 2: 101 More Vocal Group Gems",00:02:33,track
"Wild Thing","The Troggs","Simply The Best Of The 60's CD1",00:02:37,track
"I Can't Explain","The Who","The Who Collection (Disc 1)",00:02:11,track
"Crimson And Clover","Tommy James & The Shondells","It's A New Vibration * An Ultimate Anthology (Disc 1)",00:03:29,track
Rococo,"Cocteau Twins","Lullabies To Violaine CD1",00:03:06,track
"Mud And Dark","Cocteau Twins","Lullabies To Violaine CD3",00:03:40,track
"Rilkean Heart [Acoustic Version]","Cocteau Twins","Lullabies To Violaine CD3",00:02:22,track
"Pink Orange Red [Acoustic Version]","Cocteau Twins","Lullabies To Violaine CD3",00:04:30,track
"Primitive Heart","Cocteau Twins","Lullabies To Violaine CD4",00:04:07,track
Changes,"David Bowie",Unknown,00:03:34,track
"Було не любити","Брати Гадюкiни","Було не любити",00:04:32,track
"Blue And Lonesome","The Rolling Stones","Blue and Lonesome",00:03:07,track
"Hounds Of Love","Kate Bush","Before The Dawn",00:03:33,track
"Running Up That Hill (A Deal With God)","Kate Bush",Unknown,00:05:04,track
"The Great Pretender","The Platters",Unknown,00:03:21,track
"Unchained melody","The Platters","20 Greatest Hits",00:04:56,track
Filthy,"Nick Curran & The Lowlifes","Reform School Girl",00:02:48,track
Psycho,"Nick Curran & The Lowlifes","Reform School Girl",00:01:57,track
"Reform School Girl","Nick Curran & The Lowlifes","Reform School Girl",00:03:53,track
"Come Back","Nick Curran & The Nightlifes",Player!,00:02:38,track
"Heeby Jeebies","Nick Curran & The Nightlifes",Player!,00:02:32,track
"No Fun","Nick Curran & The Nightlifes",Player!,00:04:10,track
"You Know My Love","Nick Curran & The Nitelifes","Nitelife Boogie",00:03:05,track
"She's Gone","Nick Curran & The Nitelifes","Doctor Velvet",00:03:39,track
"Sleep Walk","Martin Cilia","Sleep Walk",00:04:15,track
"Old Guitars","Martin Cilia","The Odd One Out",00:04:04,track
"Road to Ballarat","Martin Cilia","The Odd One Out",00:02:31,track
"The Same Song Remains","Martin Cilia","The Odd One Out",00:05:02,track
"West of Bondi","Martin Cilia","The Odd One Out",00:03:34,track
Apache,"Martin Cilia",Surfersaurus,00:02:41,track
"Endless Summer","Martin Cilia",Surfersaurus,00:03:27,track
Misirlou,"Martin Cilia",Surfersaurus,00:02:26,track
Pipeline,"Martin Cilia",Surfersaurus,00:03:02,track
Telstar,"Martin Cilia",Surfersaurus,00:03:01,track
"Walk Don't Run","Martin Cilia",Surfersaurus,00:02:34,track
Wipeout,"Martin Cilia",Surfersaurus,00:02:59,track
